"respondent_id","true_profile","department","tenure","level","oe_worked","oe_hard","i1","i2","i3","i4","i5","i6","i7","i8","i9","i10","i11","i12","i13","i14","i15"
"R0161","Low Engagement","Content","Under 1 year","Senior IC","Short enough that I could give real answers instead of rushing.","Font was small.",1,4,1,2,1,1,1,2,4,2,4,1,1,3,4
"R0162","Low Engagement","Product","5+ years","Manager","no","The scale was confusing.",2,1,3,3,1,1,1,3,1,3,2,3,3,3,2
"R0163","Moderate-Low Engagement","Engineering","3-5 years","Senior IC","I liked that it asked about things nobody usually asks about.","Hard to answer about onboarding when mine was two years ago.",4,4,1,3,4,3,2,3,4,3,2,4,2,4,2
"R0164","Moderate-High Engagement","Content","3-5 years","Manager","Not much.","Some of the wording was ambiguous -- 'my team' could mean two different things.",2,4,3,2,2,1,2,2,4,2,3,4,4,3,1
"R0165","Moderate-Low Engagement","Data & Analytics","1-3 years","Senior IC","It was fine I guess.","Hard to answer about onboarding when mine was two years ago.",1,3,3,2,3,2,2,3,3,2,3,2,3,3,2
"R0166","Moderate-Low Engagement","Data & Analytics","3-5 years","Individual contributor","I liked that it asked about things nobody usually asks about.",NA,2,3,4,3,2,3,3,3,2,3,1,2,3,3,2
"R0167","Low Engagement","Marketing","Under 1 year","Individual contributor","It was fine I guess.","Font was small.",1,2,2,1,2,1,2,4,3,2,3,3,1,1,2
"R0168","High Engagement","Operations","Under 1 year","Individual contributor","Short enough that I could give real answers instead of rushing.","nothing",3,2,4,4,4,4,4,4,NA,4,4,4,3,3,4
"R0169","Low Engagement","Engineering","3-5 years","Manager","none","There was no option to say a question did not apply to me.",3,2,2,4,1,2,1,2,2,3,2,1,1,2,3
"R0170","Moderate-High Engagement","Engineering","1-3 years","Manager","I liked that it asked about things nobody usually asks about.","idk",4,4,2,1,3,NA,4,2,3,3,3,4,4,4,3
"R0171","High Engagement","Engineering","3-5 years","Senior IC","The examples actually matched the kind of work I do day to day.","Hard to answer about onboarding when mine was two years ago.",4,4,4,4,4,4,3,1,1,3,4,4,3,4,4
"R0172","Moderate-High Engagement","Data & Analytics","3-5 years","Individual contributor","It was clear what each question was getting at.","There was no option to say a question did not apply to me.",3,2,2,2,3,3,4,3,4,3,3,4,4,1,2
"R0173","Moderate-High Engagement","Product","3-5 years","Individual contributor","Short enough that I could give real answers instead of rushing.","no",2,2,4,4,3,3,3,4,4,4,3,3,4,3,2
"R0174","Moderate-High Engagement","Operations","3-5 years","Senior IC","The examples actually matched the kind of work I do day to day.","Some of the wording was ambiguous -- 'my team' could mean two different things.",3,3,4,4,3,2,4,2,1,2,3,4,4,2,3
"R0175","High Engagement","Content","1-3 years","Senior IC","I liked that it asked about things nobody usually asks about.","Some of the wording was ambiguous -- 'my team' could mean two different things.",2,3,3,4,2,4,3,4,3,4,4,4,4,3,3
"R0176","Moderate-High Engagement","Product","Under 1 year","Manager","It was fine I guess.","Too long.",4,4,4,2,4,NA,4,NA,4,4,4,3,2,4,4
"R0177","Moderate-Low Engagement","Marketing","3-5 years","Individual contributor","It was clear what each question was getting at.","Some of the wording was ambiguous -- 'my team' could mean two different things.",3,3,3,2,4,4,3,1,2,NA,4,3,1,2,1
"R0178","Moderate-High Engagement","Data & Analytics","3-5 years","Senior IC","I liked that it asked about things nobody usually asks about.","n/a",2,1,1,2,4,3,3,3,4,3,3,3,4,3,1
"R0179","Moderate-High Engagement","Operations","1-3 years","Individual contributor","Short enough that I could give real answers instead of rushing.","nothing",3,NA,2,3,4,4,3,4,4,4,4,NA,4,4,3
"R0180","Moderate-Low Engagement","Product","1-3 years","Senior IC","The examples actually matched the kind of work I do day to day.","Some of the wording was ambiguous -- 'my team' could mean two different things.",2,1,4,2,1,1,2,2,4,4,2,3,2,3,3
"R0181","Moderate-Low Engagement","Engineering","3-5 years","Individual contributor","The examples actually matched the kind of work I do day to day.","Hard to answer about onboarding when mine was two years ago.",2,2,3,2,3,3,3,1,4,4,1,1,2,3,2
"R0182","High Engagement","Marketing","1-3 years","Individual contributor","The examples actually matched the kind of work I do day to day.","Some of the wording was ambiguous -- 'my team' could mean two different things.",4,3,2,2,3,4,4,4,NA,4,3,NA,3,4,4
"R0183","Moderate-Low Engagement","Product","5+ years","Senior IC","It was clear what each question was getting at.","Some of the wording was ambiguous -- 'my team' could mean two different things.",4,4,3,3,4,2,2,2,4,4,NA,2,2,4,4
"R0184","Moderate-Low Engagement","Marketing","1-3 years","Senior IC","Not much.","Too long.",2,2,1,2,4,4,3,3,4,4,3,2,2,1,4
"R0185","Moderate-High Engagement","Marketing","1-3 years","Individual contributor","Short enough that I could give real answers instead of rushing.","Some of the wording was ambiguous -- 'my team' could mean two different things.",3,1,4,4,4,4,2,4,3,2,4,3,2,1,4
"R0186","Moderate-High Engagement","Engineering","3-5 years","Senior IC","The examples actually matched the kind of work I do day to day.","Hard to answer about onboarding when mine was two years ago.",2,1,3,3,2,4,4,4,4,4,4,4,4,3,3
"R0187","Moderate-High Engagement","Engineering","1-3 years","Individual contributor","It was clear what each question was getting at.","There was no option to say a question did not apply to me.",3,2,3,3,4,2,2,2,4,4,3,4,3,2,2
"R0188","Moderate-High Engagement","Content","3-5 years","Individual contributor",NA,NA,4,2,2,2,4,4,4,2,4,3,2,3,2,3,3
"R0189","Moderate-Low Engagement","Engineering","3-5 years","Senior IC","I liked that it asked about things nobody usually asks about.","Some of the wording was ambiguous -- 'my team' could mean two different things.",1,1,1,1,3,3,2,4,2,3,3,1,2,2,2
"R0190","Moderate-High Engagement","Marketing","Under 1 year","Individual contributor","The examples actually matched the kind of work I do day to day.",NA,2,3,3,3,4,4,4,3,3,2,4,3,3,2,4
"R0191","High Engagement","Marketing","1-3 years","Senior IC","It was clear what each question was getting at.","There was no option to say a question did not apply to me.",2,3,3,2,4,3,4,4,3,4,4,4,4,3,4
"R0192","Moderate-Low Engagement","Operations","5+ years","Individual contributor","I liked that it asked about things nobody usually asks about.",NA,3,4,4,4,4,1,3,4,2,2,2,2,3,3,2
"R0193","Low Engagement","Content","1-3 years","Senior IC","Not much.","The scale was confusing.",3,2,2,2,1,1,1,2,1,1,1,1,1,4,2
"R0194","Low Engagement","Engineering","1-3 years","Senior IC","It was short.","Too long.",2,3,3,3,1,1,3,1,3,1,2,1,1,1,1
"R0195","Moderate-High Engagement","Product","3-5 years","Senior IC","It was fine I guess.","There was no option to say a question did not apply to me.",2,2,4,3,4,3,3,4,3,4,2,4,2,1,4
"R0196","Moderate-High Engagement","Operations","5+ years","Senior IC","Short enough that I could give real answers instead of rushing.",NA,4,4,4,4,4,4,4,2,2,3,4,4,2,4,3
"R0197","Low Engagement","Engineering","1-3 years","Manager","I liked that it asked about things nobody usually asks about.","Too long.",2,3,2,2,2,2,3,2,2,2,NA,NA,2,4,4
"R0198","Moderate-Low Engagement","Operations","Under 1 year","Individual contributor","Short enough that I could give real answers instead of rushing.","Hard to answer about onboarding when mine was two years ago.",3,3,1,1,2,2,2,2,4,4,2,3,1,2,3
"R0199","Moderate-Low Engagement","Data & Analytics","Under 1 year","Senior IC","It was short.","There was no option to say a question did not apply to me.",2,4,2,3,2,1,2,2,NA,3,1,3,4,3,2
"R0200","Moderate-High Engagement","Operations","Under 1 year","Senior IC","Not much.","Hard to answer about onboarding when mine was two years ago.",2,4,3,3,3,4,2,4,3,4,3,2,3,3,4
"R0201","Moderate-Low Engagement","Marketing","Under 1 year","Senior IC","It was short.","Font was small.",2,3,2,3,3,3,2,3,2,4,3,3,3,3,4
"R0202","Moderate-Low Engagement","Engineering","3-5 years","Senior IC","Not much.","Hard to answer about onboarding when mine was two years ago.",2,2,4,3,3,2,2,2,4,3,3,1,1,1,2
"R0203","Moderate-Low Engagement","Marketing","Under 1 year","Manager","Not much.","idk",4,4,4,4,2,3,3,3,2,3,2,1,NA,4,1
"R0204","High Engagement","Engineering","1-3 years","Individual contributor","Short enough that I could give real answers instead of rushing.","There was no option to say a question did not apply to me.",4,3,2,3,4,4,4,4,4,4,3,3,4,4,4
"R0205","Moderate-Low Engagement","Product","Under 1 year","Senior IC","It was clear what each question was getting at.","Font was small.",3,NA,4,2,2,2,3,1,3,4,3,3,2,2,2
"R0206","Moderate-High Engagement","Product","3-5 years","Senior IC","It was short.","Hard to answer about onboarding when mine was two years ago.",3,2,2,3,3,3,4,4,3,4,4,3,4,3,4
"R0207","Moderate-High Engagement","Engineering","3-5 years","Individual contributor","It was clear what each question was getting at.","Hard to answer about onboarding when mine was two years ago.",1,4,2,2,2,3,4,4,3,3,4,4,2,4,3
"R0208","Moderate-High Engagement","Marketing","3-5 years","Individual contributor","I liked that it asked about things nobody usually asks about.","There was no option to say a question did not apply to me.",3,3,2,2,2,3,2,2,NA,NA,4,3,3,2,4
"R0209","Moderate-Low Engagement","Data & Analytics","5+ years","Individual contributor","Not much.","Hard to answer about onboarding when mine was two years ago.",4,NA,3,3,1,4,2,3,2,2,2,4,4,4,3
"R0210","Moderate-Low Engagement","Engineering","3-5 years","Senior IC","I liked that it asked about things nobody usually asks about.","The scale was confusing.",1,2,2,2,3,3,4,2,1,1,2,2,NA,1,3
"R0211","Low Engagement","Operations","Under 1 year","Senior IC","It was fine I guess.","Font was small.",4,3,3,3,1,1,1,1,1,1,1,1,1,2,3
"R0212","Moderate-Low Engagement","Content","Under 1 year","Senior IC","The examples actually matched the kind of work I do day to day.","Hard to answer about onboarding when mine was two years ago.",4,2,2,3,2,2,2,3,3,2,2,2,3,3,2
"R0213","Moderate-High Engagement","Engineering","3-5 years","Individual contributor","n/a","idk",2,3,3,1,3,3,2,2,2,3,2,3,2,3,4
"R0214","High Engagement","Engineering","Under 1 year","Manager","It was clear what each question was getting at.",NA,3,2,4,3,4,4,NA,4,3,4,4,4,4,4,4
"R0215","Moderate-High Engagement","Engineering","5+ years","Individual contributor","Short enough that I could give real answers instead of rushing.","Hard to answer about onboarding when mine was two years ago.",4,3,1,2,4,4,4,2,2,4,3,4,4,4,1
"R0216","Moderate-High Engagement","Content","3-5 years","Individual contributor","The examples actually matched the kind of work I do day to day.","There was no option to say a question did not apply to me.",3,3,2,4,4,3,2,3,4,2,4,3,4,3,4
"R0217","Moderate-High Engagement","Product","1-3 years","Individual contributor","Short enough that I could give real answers instead of rushing.","The scale was confusing.",3,4,2,4,4,3,3,4,2,1,4,4,4,2,3
"R0218","Low Engagement","Content","Under 1 year","Individual contributor","nothing","The scale was confusing.",2,2,2,1,1,3,2,2,2,1,1,4,3,2,2
"R0219","High Engagement","Engineering","1-3 years","Senior IC","I liked that it asked about things nobody usually asks about.","idk",3,4,2,3,3,4,4,4,4,3,4,4,4,4,4
"R0220","Moderate-High Engagement","Engineering","Under 1 year","Senior IC","I liked that it asked about things nobody usually asks about.","Too long.",4,4,2,2,3,3,2,3,4,4,2,2,1,3,4
"R0221","Moderate-Low Engagement","Engineering","1-3 years","Individual contributor","no","nothing",3,4,2,2,2,3,NA,1,3,2,3,3,2,3,3
"R0222","Moderate-High Engagement","Content","5+ years","Individual contributor","Short enough that I could give real answers instead of rushing.","There was no option to say a question did not apply to me.",4,1,4,4,2,3,4,4,3,2,3,3,4,3,4
"R0223","Moderate-Low Engagement","Product","Under 1 year","Manager","It was clear what each question was getting at.",NA,2,2,4,2,4,3,1,2,4,NA,1,2,1,2,3
"R0224","Moderate-High Engagement","Operations","5+ years","Individual contributor","I liked that it asked about things nobody usually asks about.","Hard to answer about onboarding when mine was two years ago.",3,2,3,2,4,4,3,NA,4,4,2,4,4,4,4
"R0225","High Engagement","Product","3-5 years","Manager","It was clear what each question was getting at.","Some of the wording was ambiguous -- 'my team' could mean two different things.",4,4,3,3,3,4,4,4,2,1,4,4,4,4,2
"R0226","Low Engagement","Product","Under 1 year","Individual contributor","It was short.",NA,1,1,2,3,2,2,1,3,2,2,2,1,2,1,1
"R0227","Moderate-Low Engagement","Engineering","1-3 years","Individual contributor","It was clear what each question was getting at.","idk",3,3,1,4,1,1,3,3,4,2,2,NA,3,2,1
"R0228","Low Engagement","Content","1-3 years","Manager","The examples actually matched the kind of work I do day to day.","The scale was confusing.",2,1,3,NA,1,1,1,1,3,2,1,1,2,2,NA
"R0229","High Engagement","Operations","Under 1 year","Senior IC","Short enough that I could give real answers instead of rushing.","Some of the wording was ambiguous -- 'my team' could mean two different things.",2,3,3,4,4,NA,4,4,4,4,2,4,4,3,4
"R0230","Low Engagement","Content","Under 1 year","Individual contributor","Not much.","The scale was confusing.",1,1,3,4,1,2,1,3,1,3,2,1,2,1,2
"R0231","High Engagement","Engineering","Under 1 year","Senior IC","Short enough that I could give real answers instead of rushing.",NA,3,4,NA,2,4,3,4,4,4,4,4,4,4,4,4
"R0232","Moderate-High Engagement","Product","1-3 years","Senior IC",NA,"Font was small.",4,3,2,3,4,4,4,3,4,4,4,3,4,1,4
"R0233","Moderate-High Engagement","Content","1-3 years","Individual contributor","The examples actually matched the kind of work I do day to day.","The scale was confusing.",4,4,4,4,3,3,4,4,3,2,NA,4,4,4,4
"R0234","Moderate-High Engagement","Engineering","Under 1 year","Manager","none","There was no option to say a question did not apply to me.",3,4,4,4,4,3,3,2,2,3,3,4,3,4,4
"R0235","Moderate-High Engagement","Operations","1-3 years","Manager","I liked that it asked about things nobody usually asks about.",NA,4,3,4,4,4,4,3,3,4,4,3,3,3,3,3
"R0236","Moderate-High Engagement","Engineering","3-5 years","Senior IC","I liked that it asked about things nobody usually asks about.",NA,3,4,4,4,NA,3,4,4,4,NA,3,4,4,3,2
"R0237","High Engagement","Marketing","5+ years","Manager","I liked that it asked about things nobody usually asks about.","There was no option to say a question did not apply to me.",4,4,3,4,4,4,2,4,3,4,4,4,4,4,4
"R0238","Moderate-High Engagement","Engineering","1-3 years","Senior IC","I liked that it asked about things nobody usually asks about.",NA,2,2,3,3,3,3,1,4,2,2,4,3,4,3,2
"R0239","Low Engagement","Product","5+ years","Individual contributor","It was fine I guess.","The scale was confusing.",2,2,4,4,2,2,1,1,3,2,3,NA,1,2,2
"R0240","Moderate-High Engagement","Engineering","3-5 years","Senior IC","It was clear what each question was getting at.","Font was small.",3,3,2,2,4,4,2,3,3,2,3,4,2,3,2
"R0241","Low Engagement","Content","Under 1 year","Senior IC","not really","Some of the wording was ambiguous -- 'my team' could mean two different things.",3,4,2,2,1,1,3,1,2,2,1,1,1,3,2
"R0242","Moderate-High Engagement","Product","1-3 years","Individual contributor","Short enough that I could give real answers instead of rushing.","There was no option to say a question did not apply to me.",2,4,4,2,4,3,4,3,NA,2,3,4,4,3,3
"R0243","Moderate-Low Engagement","Content","3-5 years","Senior IC","idk","There was no option to say a question did not apply to me.",4,3,NA,4,2,3,4,4,3,2,1,2,4,3,2
"R0244","Moderate-High Engagement","Engineering","5+ years","Manager","I liked that it asked about things nobody usually asks about.","Some of the wording was ambiguous -- 'my team' could mean two different things.",4,1,4,3,4,4,3,NA,2,3,4,4,3,2,3
